,player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url
26133,187329,Sandy Walsh,354,Kv Mechelen,Indonesia,Belgium,Brussel  ,1995-03-14,Defender,Right-Back,Right,185,2000000.0,2000000.0,Eleven Plus,2025-06-30,BE1,Sandy,Walsh,sandy-walsh,https://img.a.transfermarkt.technology/portrait/header/187329-1616955522.jpg?lm=1,2022,https://www.transfermarkt.co.uk/sandy-walsh/profil/spieler/187329
26134,168156,Boli Bolingoli,354,Kv Mechelen,Belgium,Zaire,Kinshasa  ,1995-07-01,Defender,Left-Back,Left,181,900000.0,3500000.0,Forza Sports Group,2024-06-30,BE1,Boli,Bolingoli,boli-bolingoli,https://img.a.transfermarkt.technology/portrait/header/168156-1645553569.png?lm=1,2022,https://www.transfermarkt.co.uk/boli-bolingoli/profil/spieler/168156
26135,187283,Lucas Bijker,354,Kv Mechelen,Netherlands,Brazil,São Paulo  ,1993-03-04,Defender,Left-Back,Left,174,600000.0,1250000.0,PURE,2023-06-30,BE1,Lucas,Bijker,lucas-bijker,https://img.a.transfermarkt.technology/portrait/header/187283-1616955956.jpg?lm=1,2022,https://www.transfermarkt.co.uk/lucas-bijker/profil/spieler/187283
26136,405892,Alec Van Hoorenbeeck,354,Kv Mechelen,Belgium,Belgium,Mortsel  ,1998-12-30,Defender,Centre-Back,Left,187,750000.0,750000.0,Oneteam-Onedream,2026-06-30,BE1,Alec,Van Hoorenbeeck,alec-van-hoorenbeeck,https://img.a.transfermarkt.technology/portrait/header/405892-1611755014.jpg?lm=1,2022,https://www.transfermarkt.co.uk/alec-van-hoorenbeeck/profil/spieler/405892
26137,420890,Dimitri Lavalée,354,Kv Mechelen,Belgium,Belgium,Soumagne  ,1997-01-13,Defender,Centre-Back,Left,187,750000.0,1000000.0,One Team Management,2026-06-30,BE1,Dimitri,Lavalée,dimitri-lavalee,https://img.a.transfermarkt.technology/portrait/header/420890-1626771248.jpg?lm=1,2022,https://www.transfermarkt.co.uk/dimitri-lavalee/profil/spieler/420890
26138,235275,Jordi Vanlerberghe,354,Kv Mechelen,Belgium,,,1996-06-27,Defender,Centre-Back,Right,189,1200000.0,1500000.0,Stirr Associates,2024-06-30,BE1,Jordi,Vanlerberghe,jordi-vanlerberghe,https://img.a.transfermarkt.technology/portrait/header/235275-1616955684.jpg?lm=1,2022,https://www.transfermarkt.co.uk/jordi-vanlerberghe/profil/spieler/235275
26139,1063262,Oskar Annell,354,Kv Mechelen,Belgium,,,2005-02-15,Goalkeeper,,,190,25000.0,25000.0,SportPlus,,BE1,Oskar,Annell,oskar-annell,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2022,https://www.transfermarkt.co.uk/oskar-annell/profil/spieler/1063262
26140,352017,Faïz Selemani,601,Kv Kortrijk,Comoros,France,Marseille  ,1993-11-14,Attack,Left Winger,Right,182,3000000.0,3500000.0,Libera Sports,2025-06-30,BE1,Faïz,Selemani,faiz-selemani,https://img.a.transfermarkt.technology/portrait/header/352017-1664349519.jpg?lm=1,2022,https://www.transfermarkt.co.uk/faiz-selemani/profil/spieler/352017
26141,64246,Yannick Thoelen,354,Kv Mechelen,Belgium,Belgium,Tessenderlo  ,1990-07-18,Goalkeeper,,Right,188,300000.0,650000.0,SportPlus,2025-06-30,BE1,Yannick,Thoelen,yannick-thoelen,https://img.a.transfermarkt.technology/portrait/header/64246-1616938299.jpg?lm=1,2022,https://www.transfermarkt.co.uk/yannick-thoelen/profil/spieler/64246
26142,1052404,Rayane Falchou,354,Kv Mechelen,Morocco,,,2004-10-09,Goalkeeper,,Left,0,50000.0,50000.0,,,BE1,Rayane,Falchou,rayane-falchou,https://img.a.transfermarkt.technology/portrait/header/1052404-1661764681.jpg?lm=1,2022,https://www.transfermarkt.co.uk/rayane-falchou/profil/spieler/1052404
26143,338651,Gaëtan Coucke,354,Kv Mechelen,Belgium,Belgium,Tongeren  ,1998-11-03,Goalkeeper,,Right,187,1000000.0,1300000.0,NGA Sport,2023-06-30,BE1,Gaëtan,Coucke,gaetan-coucke,https://img.a.transfermarkt.technology/portrait/header/338651-1616938198.jpg?lm=1,2022,https://www.transfermarkt.co.uk/gaetan-coucke/profil/spieler/338651
26144,48064,Sammy Bossut,3508,Sv Zulte Waregem,Belgium,Belgium,Tielt  ,1985-08-11,Goalkeeper,,Left,186,100000.0,2000000.0,Govan Sports,2023-06-30,BE1,Sammy,Bossut,sammy-bossut,https://img.a.transfermarkt.technology/portrait/header/48064-1487767255.jpg?lm=1,2022,https://www.transfermarkt.co.uk/sammy-bossut/profil/spieler/48064
26145,159382,Louis Bostyn,3508,Sv Zulte Waregem,Belgium,Belgium,Roeselare  ,1993-10-04,Goalkeeper,,Right,195,350000.0,1400000.0,Stirr Associates,2024-06-30,BE1,Louis,Bostyn,louis-bostyn,https://img.a.transfermarkt.technology/portrait/header/159382-1516724299.jpg?lm=1,2022,https://www.transfermarkt.co.uk/louis-bostyn/profil/spieler/159382
26146,237623,Oleksandr Filippov,475,Vv St Truiden,Ukraine,Ukraine,"Avdiivka, Donetsk Oblast  ",1992-10-23,Attack,Centre-Forward,Right,183,250000.0,1300000.0,ProStar,2023-06-30,BE1,Oleksandr,Filippov,oleksandr-filippov,https://img.a.transfermarkt.technology/portrait/header/237623-1569582294.png?lm=1,2022,https://www.transfermarkt.co.uk/oleksandr-filippov/profil/spieler/237623
26147,621195,Bas Van den Eynden,354,Kv Mechelen,Belgium,,,2002-01-07,Midfield,Central Midfield,Right,0,150000.0,200000.0,Stirr Associates,2025-06-30,BE1,Bas,Van den Eynden,bas-van-den-eynden,https://img.a.transfermarkt.technology/portrait/header/621195-1627155941.jpg?lm=1,2022,https://www.transfermarkt.co.uk/bas-van-den-eynden/profil/spieler/621195
26148,368825,Fatih Kaya,475,Vv St Truiden,Germany,Germany,Gießen  ,1999-11-13,Attack,Centre-Forward,Right,183,300000.0,350000.0,fair-sport GmbH,,BE1,Fatih,Kaya,fatih-kaya,https://img.a.transfermarkt.technology/portrait/header/368825-1532082541.jpg?lm=1,2022,https://www.transfermarkt.co.uk/fatih-kaya/profil/spieler/368825
26149,95604,Gianni Bruno,475,Vv St Truiden,Belgium,Belgium,Rocourt  ,1991-08-19,Attack,Centre-Forward,Right,180,900000.0,2500000.0,Vision Foot,2023-06-30,BE1,Gianni,Bruno,gianni-bruno,https://img.a.transfermarkt.technology/portrait/header/95604-1613380049.jpg?lm=1,2022,https://www.transfermarkt.co.uk/gianni-bruno/profil/spieler/95604
26150,495752,Taichi Hara,475,Vv St Truiden,Japan,Japan,"Hino, Tokyo  ",1999-05-05,Attack,Centre-Forward,Right,192,1000000.0,1300000.0,HEROE,2023-06-30,BE1,Taichi,Hara,taichi-hara,https://img.a.transfermarkt.technology/portrait/header/495752-1624574678.jpg?lm=1,2022,https://www.transfermarkt.co.uk/taichi-hara/profil/spieler/495752
26151,422377,Aboubakary Koita,475,Vv St Truiden,Belgium,Senegal,Pikine  ,1998-09-20,Attack,Left Winger,Right,175,600000.0,1500000.0,SGNSFC IYANE,2025-06-30,BE1,Aboubakary,Koita,aboubakary-koita,https://img.a.transfermarkt.technology/portrait/header/422377-1500564089.jpg?lm=1,2022,https://www.transfermarkt.co.uk/aboubakary-koita/profil/spieler/422377
26152,502452,Olivier Dumont,475,Vv St Truiden,Belgium,Belgium,Visé  ,2002-03-06,Midfield,Central Midfield,Right,182,250000.0,250000.0,Cherry Sports,2024-06-30,BE1,Olivier,Dumont,olivier-dumont,https://img.a.transfermarkt.technology/portrait/header/502452-1626268941.jpg?lm=1,2022,https://www.transfermarkt.co.uk/olivier-dumont/profil/spieler/502452
26153,272539,David Bates,354,Kv Mechelen,Scotland,Scotland,Kirkcaldy  ,1996-10-05,Defender,Centre-Back,Right,193,650000.0,2000000.0,,2025-06-30,BE1,David,Bates,david-bates,https://img.a.transfermarkt.technology/portrait/header/272539-1665744420.jpg?lm=1,2022,https://www.transfermarkt.co.uk/david-bates/profil/spieler/272539
26154,480265,Stan Van Dessel,475,Vv St Truiden,Belgium,Belgium,Diest  ,2001-07-24,Midfield,Central Midfield,Left,162,400000.0,400000.0,Eleven Plus,2024-06-30,BE1,Stan,Van Dessel,stan-van-dessel,https://img.a.transfermarkt.technology/portrait/header/480265-1626689672.jpg?lm=1,2022,https://www.transfermarkt.co.uk/stan-van-dessel/profil/spieler/480265
26155,1019174,Matte Smets,475,Vv St Truiden,Belgium,,,2004-01-04,Midfield,Defensive Midfield,Right,184,400000.0,400000.0,,,BE1,Matte,Smets,matte-smets,https://img.a.transfermarkt.technology/portrait/header/1019174-1659339913.jpg?lm=1,2022,https://www.transfermarkt.co.uk/matte-smets/profil/spieler/1019174
26156,473201,Frank Boya,475,Vv St Truiden,Cameroon,Cameroon,Douala  ,1996-07-01,Midfield,Defensive Midfield,Right,195,850000.0,2200000.0,,2023-06-30,BE1,Frank,Boya,frank-boya,https://img.a.transfermarkt.technology/portrait/header/473201-1608909322.jpg?lm=1,2022,https://www.transfermarkt.co.uk/frank-boya/profil/spieler/473201
26157,364370,Mory Konaté,475,Vv St Truiden,Guinea,Guinea,Conakry  ,1993-11-15,Midfield,Defensive Midfield,Right,191,1000000.0,1000000.0,Libera Sports,2023-06-30,BE1,Mory,Konaté,mory-konate,https://img.a.transfermarkt.technology/portrait/header/364370-1611504226.jpg?lm=1,2022,https://www.transfermarkt.co.uk/mory-konate/profil/spieler/364370
26158,697714,Fabinho,475,Vv St Truiden,Portugal,Portugal,Lisboa  ,2001-03-29,Defender,Right-Back,Right,181,250000.0,450000.0,Footunited,2024-06-30,BE1,,Fabinho,fabinho,https://img.a.transfermarkt.technology/portrait/header/697714-1655898690.jpg?lm=1,2022,https://www.transfermarkt.co.uk/fabinho/profil/spieler/697714
26159,467434,Rocco Reitz,475,Vv St Truiden,Germany,Germany,Duisburg  ,2002-05-29,Midfield,Central Midfield,Right,176,650000.0,650000.0,Sports360 GmbH,2023-06-30,BE1,Rocco,Reitz,rocco-reitz,https://img.a.transfermarkt.technology/portrait/header/467434-1662966138.jpg?lm=1,2022,https://www.transfermarkt.co.uk/rocco-reitz/profil/spieler/467434
26160,740529,Eric Junior Bocat,475,Vv St Truiden,France,,,1999-07-16,Defender,Left-Back,Left,182,600000.0,600000.0,JS Sports,,BE1,Eric Junior,Bocat,eric-junior-bocat,https://img.a.transfermarkt.technology/portrait/header/740529-1596026297.jpg?lm=1,2022,https://www.transfermarkt.co.uk/eric-junior-bocat/profil/spieler/740529
26161,59791,Jorge Teixeira,475,Vv St Truiden,Portugal,Portugal,Lisboa  ,1986-08-27,Defender,Centre-Back,Right,188,100000.0,2000000.0,Nuno Rolo - RoloSports,2023-06-30,BE1,Jorge,Teixeira,jorge-teixeira,https://img.a.transfermarkt.technology/portrait/header/59791-1612084164.jpg?lm=1,2022,https://www.transfermarkt.co.uk/jorge-teixeira/profil/spieler/59791
26162,235247,Wolke Janssens,475,Vv St Truiden,Belgium,Belgium,Peer  ,1995-01-11,Defender,Centre-Back,Right,185,600000.0,600000.0,Eleven Plus,2023-06-30,BE1,Wolke,Janssens,wolke-janssens,https://img.a.transfermarkt.technology/portrait/header/235247-1626771304.jpg?lm=1,2022,https://www.transfermarkt.co.uk/wolke-janssens/profil/spieler/235247
26163,86916,Toni Leistner,475,Vv St Truiden,Germany,East Germany (GDR),Dresden  ,1990-08-19,Defender,Centre-Back,Right,190,700000.0,2500000.0,PRO Profil GmbH,2023-06-30,BE1,Toni,Leistner,toni-leistner,https://img.a.transfermarkt.technology/portrait/header/86916-1627995344.jpg?lm=1,2022,https://www.transfermarkt.co.uk/toni-leistner/profil/spieler/86916
26164,179634,Robert Bauer,475,Vv St Truiden,Germany,Germany,Pforzheim  ,1995-04-09,Defender,Centre-Back,Right,183,1000000.0,3500000.0,Libera Sports,2023-06-30,BE1,Robert,Bauer,robert-bauer,https://img.a.transfermarkt.technology/portrait/header/179634-1665759636.jpg?lm=1,2022,https://www.transfermarkt.co.uk/robert-bauer/profil/spieler/179634
26165,797461,Keo Boets,475,Vv St Truiden,Belgium,,,2003-12-21,Goalkeeper,,,189,100000.0,100000.0,PROFI-MANAGEMENT,2023-06-30,BE1,Keo,Boets,keo-boets,https://img.a.transfermarkt.technology/portrait/header/797461-1627241397.jpg?lm=1,2022,https://www.transfermarkt.co.uk/keo-boets/profil/spieler/797461
26166,42717,Jo Coppens,475,Vv St Truiden,Belgium,Belgium,Heusden-Zolder  ,1990-12-21,Goalkeeper,,Left,190,300000.0,500000.0,Soccer-Solutions,2025-06-30,BE1,Jo,Coppens,jo-coppens,https://img.a.transfermarkt.technology/portrait/header/42717-1633072756.JPG?lm=1,2022,https://www.transfermarkt.co.uk/jo-coppens/profil/spieler/42717
26167,690993,Daichi Hayashi,475,Vv St Truiden,Japan,Japan,"---, Osaka  ",1997-05-23,Attack,Centre-Forward,Right,178,1300000.0,1500000.0,Sarcle Co. Ltd.,,BE1,Daichi,Hayashi,daichi-hayashi,https://img.a.transfermarkt.technology/portrait/header/690993-1616709517.jpg?lm=1,2022,https://www.transfermarkt.co.uk/daichi-hayashi/profil/spieler/690993
26168,158799,Daniel Schmidt,475,Vv St Truiden,Japan,United States,"---, Illinois  ",1992-02-03,Goalkeeper,,Right,197,1500000.0,1500000.0,CAA Base Ltd,,BE1,Daniel,Schmidt,daniel-schmidt,https://img.a.transfermarkt.technology/portrait/header/158799-1612111922.jpg?lm=1,2022,https://www.transfermarkt.co.uk/daniel-schmidt/profil/spieler/158799
26174,617982,Sef Van Damme,3508,Sv Zulte Waregem,Belgium,,,2003-01-08,Goalkeeper,,,191,50000.0,50000.0,A-GROUP,2024-06-30,BE1,Sef,Van Damme,sef-van-damme,https://img.a.transfermarkt.technology/portrait/header/617982-1598634359.jpg?lm=1,2022,https://www.transfermarkt.co.uk/sef-van-damme/profil/spieler/617982
26175,669000,Habib Keïta,601,Kv Kortrijk,Mali,Mali,Bamako  ,2002-02-05,Midfield,Central Midfield,Left,182,800000.0,1000000.0,BLACKSKILL,2023-06-30,BE1,Habib,Keïta,habib-keita,https://img.a.transfermarkt.technology/portrait/header/669000-1632770023.jpg?lm=1,2022,https://www.transfermarkt.co.uk/habib-keita/profil/spieler/669000
26180,724041,Enock Agyei,354,Kv Mechelen,Belgium,,,2005-01-13,Attack,Right Winger,Left,172,450000.0,450000.0,CAA Stellar,2023-06-30,BE1,Enock,Agyei,enock-agyei,https://img.a.transfermarkt.technology/portrait/header/724041-1652693082.jpg?lm=1,2022,https://www.transfermarkt.co.uk/enock-agyei/profil/spieler/724041
26183,665618,Satoshi Tanaka,601,Kv Kortrijk,Japan,Japan,"Nagano, Nagano  ",2002-08-13,Midfield,Defensive Midfield,Left,176,800000.0,800000.0,"JEB ENTERTAINMENT Co.,Ltd.",2023-06-30,BE1,Satoshi,Tanaka,satoshi-tanaka,https://img.a.transfermarkt.technology/portrait/header/665618-1642158324.jpg?lm=1,2022,https://www.transfermarkt.co.uk/satoshi-tanaka/profil/spieler/665618
26185,387191,Daiki Hashioka,475,Vv St Truiden,Japan,Japan,"Urawa, Saitama  ",1999-05-17,Defender,Right-Back,Right,184,1500000.0,1500000.0,Roberto Tukada,,BE1,Daiki,Hashioka,daiki-hashioka,https://img.a.transfermarkt.technology/portrait/header/387191-1558618470.png?lm=1,2022,https://www.transfermarkt.co.uk/daiki-hashioka/profil/spieler/387191
26199,748939,Oleksiy Sych,601,Kv Kortrijk,Ukraine,Ukraine,"Zorya, Rivne Oblast  ",2001-04-01,Defender,Right-Back,Right,185,650000.0,650000.0,ProStar,2023-06-30,BE1,Oleksiy,Sych,oleksiy-sych,https://img.a.transfermarkt.technology/portrait/header/748939-1636978222.png?lm=1,2022,https://www.transfermarkt.co.uk/oleksiy-sych/profil/spieler/748939
26276,598399,Marius,2715,Rfc Seraing,Chad,Chad,Doba  ,1998-01-22,Attack,Centre-Forward,Right,190,1000000.0,1000000.0,B Managed,2023-06-30,BE1,,Marius,marius,https://img.a.transfermarkt.technology/portrait/header/598399-1581507526.jpg?lm=1,2022,https://www.transfermarkt.co.uk/marius/profil/spieler/598399
26277,906192,Zakaria Silini,2715,Rfc Seraing,Algeria,,,2003-07-05,Attack,Second Striker,,184,50000.0,50000.0,PROFI-MANAGEMENT,,BE1,Zakaria,Silini,zakaria-silini,https://img.a.transfermarkt.technology/portrait/header/906192-1628187746.jpg?lm=1,2022,https://www.transfermarkt.co.uk/zakaria-silini/profil/spieler/906192
26278,914046,Noah Serwy,2715,Rfc Seraing,Belgium,,,2003-02-21,Attack,Second Striker,Right,168,150000.0,250000.0,,2024-06-30,BE1,Noah,Serwy,noah-serwy,https://img.a.transfermarkt.technology/portrait/header/914046-1627719630.jpg?lm=1,2022,https://www.transfermarkt.co.uk/noah-serwy/profil/spieler/914046
26279,353211,Vagner,2715,Rfc Seraing,Cape Verde,Cape Verde,Mindelo  ,1996-01-10,Attack,Right Winger,Right,168,750000.0,3500000.0,SPS//YSP,2023-06-30,BE1,,Vagner,vagner,https://img.a.transfermarkt.technology/portrait/header/353211-1588938969.jpg?lm=1,2022,https://www.transfermarkt.co.uk/vagner/profil/spieler/353211
26281,340343,Antoine Bernier,2715,Rfc Seraing,Belgium,Belgium,Dinant  ,1997-09-10,Attack,Left Winger,Right,170,1200000.0,1200000.0,,2023-06-30,BE1,Antoine,Bernier,antoine-bernier,https://img.a.transfermarkt.technology/portrait/header/340343-1597831180.jpg?lm=1,2022,https://www.transfermarkt.co.uk/antoine-bernier/profil/spieler/340343
26282,666953,Steve Mvoué,2715,Rfc Seraing,Cameroon,Cameroon,Yaoundé  ,2002-02-02,Attack,Attacking Midfield,Right,185,450000.0,450000.0,Sport Cover,2024-06-30,BE1,Steve,Mvoué,steve-mvoue,https://img.a.transfermarkt.technology/portrait/header/666953-1662557427.jpg?lm=1,2022,https://www.transfermarkt.co.uk/steve-mvoue/profil/spieler/666953
26283,1004090,Matteo Renzulli,2715,Rfc Seraing,Belgium,,,2003-04-15,Midfield,Central Midfield,,172,100000.0,100000.0,Invictus Agency,2023-06-30,BE1,Matteo,Renzulli,matteo-renzulli,https://img.a.transfermarkt.technology/portrait/header/1004090-1658305683.jpg?lm=1,2022,https://www.transfermarkt.co.uk/matteo-renzulli/profil/spieler/1004090
26284,1041552,Denys Bunchukov,2715,Rfc Seraing,Ukraine,,,2003-06-20,Midfield,Central Midfield,Right,0,100000.0,100000.0,,2023-06-30,BE1,Denys,Bunchukov,denys-bunchukov,https://img.a.transfermarkt.technology/portrait/header/1041552-1667205926.jpg?lm=1,2022,https://www.transfermarkt.co.uk/denys-bunchukov/profil/spieler/1041552
26285,4742,Christophe Lepoint,2715,Rfc Seraing,Belgium,Belgium,Brussel  ,1984-10-24,Midfield,Central Midfield,Right,189,75000.0,1700000.0,Eleven Plus,2023-06-30,BE1,Christophe,Lepoint,christophe-lepoint,https://img.a.transfermarkt.technology/portrait/header/4742-1487766974.jpg?lm=1,2022,https://www.transfermarkt.co.uk/christophe-lepoint/profil/spieler/4742
26286,535706,Sami Lahssaini,2715,Rfc Seraing,Belgium,Belgium,Liège  ,1998-09-18,Midfield,Central Midfield,Right,179,600000.0,600000.0,International Sport Management N.V.,2023-06-30,BE1,Sami,Lahssaini,sami-lahssaini,https://img.a.transfermarkt.technology/portrait/header/535706-1596560117.jpg?lm=1,2022,https://www.transfermarkt.co.uk/sami-lahssaini/profil/spieler/535706
26287,718351,Valentin Guillaume,2715,Rfc Seraing,Belgium,Belgium,Arlon  ,2001-04-17,Midfield,Central Midfield,Left,181,250000.0,250000.0,,2024-06-30,BE1,Valentin,Guillaume,valentin-guillaume,https://img.a.transfermarkt.technology/portrait/header/718351-1658305625.jpg?lm=1,2022,https://www.transfermarkt.co.uk/valentin-guillaume/profil/spieler/718351
26288,427653,Abou Ba,2715,Rfc Seraing,France,France,Saint-Dié  ,1998-07-29,Midfield,Defensive Midfield,Right,183,450000.0,600000.0,N10,2023-06-30,BE1,Abou,Ba,abou-ba,https://img.a.transfermarkt.technology/portrait/header/427653-1632460295.jpg?lm=1,2022,https://www.transfermarkt.co.uk/abou-ba/profil/spieler/427653
26289,522791,Sambou Sissoko,2715,Rfc Seraing,France,France,Clamart  ,1999-04-27,Midfield,Defensive Midfield,Right,179,650000.0,650000.0,AIS SPORT SERVICE,2024-06-30,BE1,Sambou,Sissoko,sambou-sissoko,https://img.a.transfermarkt.technology/portrait/header/522791-1639683747.png?lm=1,2022,https://www.transfermarkt.co.uk/sambou-sissoko/profil/spieler/522791
26290,65781,Daniel Opare,2715,Rfc Seraing,Ghana,Ghana,Accra  ,1990-10-18,Defender,Right-Back,Right,174,350000.0,3000000.0,,2023-06-30,BE1,Daniel,Opare,daniel-opare,https://img.a.transfermarkt.technology/portrait/header/65781-1501156384.jpg?lm=1,2022,https://www.transfermarkt.co.uk/daniel-opare/profil/spieler/65781
26291,316709,Marsoni Sambu,2715,Rfc Seraing,Belgium,Belgium,Liège  ,1996-06-03,Defender,Right-Back,Right,185,400000.0,550000.0,Straight-Line Management,2023-06-30,BE1,Marsoni,Sambu,marsoni-sambu,https://img.a.transfermarkt.technology/portrait/header/316709-1601301992.png?lm=1,2022,https://www.transfermarkt.co.uk/marsoni-sambu/profil/spieler/316709
26292,272704,Gérald Kilota,2715,Rfc Seraing,France,France,Saint-Denis  ,1994-01-02,Defender,Left-Back,Left,171,550000.0,700000.0,F12,2023-06-30,BE1,Gérald,Kilota,gerald-kilota,https://img.a.transfermarkt.technology/portrait/header/272704-1626867050.jpg?lm=1,2022,https://www.transfermarkt.co.uk/gerald-kilota/profil/spieler/272704
26294,272640,Morgan Poaty,2715,Rfc Seraing,Congo,France,Rodez  ,1997-07-15,Defender,Left-Back,Left,177,600000.0,1000000.0,TTMA,2023-06-30,BE1,Morgan,Poaty,morgan-poaty,https://img.a.transfermarkt.technology/portrait/header/272640-1626273920.jpg?lm=1,2022,https://www.transfermarkt.co.uk/morgan-poaty/profil/spieler/272640
26295,738720,Mathieu Cachbach,2715,Rfc Seraing,Belgium,Belgium,Arlon  ,2001-05-23,Midfield,Central Midfield,Left,180,600000.0,600000.0,BTFM,2024-06-30,BE1,Mathieu,Cachbach,mathieu-cachbach,https://img.a.transfermarkt.technology/portrait/header/738720-1626689843.jpg?lm=1,2022,https://www.transfermarkt.co.uk/mathieu-cachbach/profil/spieler/738720
26296,394326,Mahamadou Dembélé,2715,Rfc Seraing,France,France,Brétigny-sur-Orge  ,1999-04-10,Defender,Centre-Back,Right,186,450000.0,800000.0,FS Management,2024-06-30,BE1,Mahamadou,Dembélé,mahamadou-dembele,https://img.a.transfermarkt.technology/portrait/header/394326-1541089210.jpg?lm=1,2022,https://www.transfermarkt.co.uk/mahamadou-dembele/profil/spieler/394326
26297,796897,Sandro Trémoulet,2715,Rfc Seraing,France,France,Sète  ,1999-11-18,Defender,Centre-Back,Left,190,600000.0,600000.0,SQUAD SPORT AGENCY,2024-06-30,BE1,Sandro,Trémoulet,sandro-tremoulet,https://img.a.transfermarkt.technology/portrait/header/796897-1658305358.jpg?lm=1,2022,https://www.transfermarkt.co.uk/sandro-tremoulet/profil/spieler/796897
26298,649026,Moustapha Mbow,2715,Rfc Seraing,Senegal,Senegal,Dakar  ,2000-03-08,Defender,Centre-Back,Right,192,750000.0,750000.0,Wasserman,2023-06-30,BE1,Moustapha,Mbow,moustapha-mbow,https://img.a.transfermarkt.technology/portrait/header/649026-1639678186.png?lm=1,2022,https://www.transfermarkt.co.uk/moustapha-mbow/profil/spieler/649026
26299,807648,Abdoulaye Sylla,2715,Rfc Seraing,Guinea,Guinea,Conakry  ,2000-04-10,Defender,Centre-Back,Right,181,800000.0,800000.0,World Elites,2024-06-30,BE1,Abdoulaye,Sylla,abdoulaye-sylla,https://img.a.transfermarkt.technology/portrait/header/807648-1632770483.jpg?lm=1,2022,https://www.transfermarkt.co.uk/abdoulaye-sylla/profil/spieler/807648
26300,497692,Timothy Martin,2715,Rfc Seraing,Luxembourg,Belgium,Arlon  ,2001-03-27,Goalkeeper,,Left,190,100000.0,100000.0,Sportalis,,BE1,Timothy,Martin,timothy-martin,https://img.a.transfermarkt.technology/portrait/header/497692-1666015614.jpg?lm=1,2022,https://www.transfermarkt.co.uk/timothy-martin/profil/spieler/497692
26301,409498,Timothy Galjé,2715,Rfc Seraing,Belgium,,,2001-06-05,Goalkeeper,,,180,250000.0,250000.0,Quadrans,2023-06-30,BE1,Timothy,Galjé,timothy-galje,https://img.a.transfermarkt.technology/portrait/header/409498-1605296334.jpg?lm=1,2022,https://www.transfermarkt.co.uk/timothy-galje/profil/spieler/409498
26302,740039,John Nekadio,2715,Rfc Seraing,DR Congo,DR Congo,Kinshasa  ,2002-01-06,Defender,Centre-Back,Right,197,150000.0,150000.0,,2023-06-30,BE1,John,Nekadio,john-nekadio,https://img.a.transfermarkt.technology/portrait/header/740039-1595420545.jpg?lm=1,2022,https://www.transfermarkt.co.uk/john-nekadio/profil/spieler/740039
26303,558139,Marvin Tshibuabua,2715,Rfc Seraing,France,France,Lyon  ,2002-01-08,Defender,Centre-Back,Right,191,300000.0,350000.0,,2024-06-30,BE1,Marvin,Tshibuabua,marvin-tshibuabua,https://img.a.transfermarkt.technology/portrait/header/558139-1596555346.jpg?lm=1,2022,https://www.transfermarkt.co.uk/marvin-tshibuabua/profil/spieler/558139
26317,463601,Guillaume Dietsch,2715,Rfc Seraing,France,France,Forbach  ,2001-04-17,Goalkeeper,,Right,184,900000.0,900000.0,,2023-06-30,BE1,Guillaume,Dietsch,guillaume-dietsch,https://img.a.transfermarkt.technology/portrait/header/463601-1596838473.jpg?lm=1,2022,https://www.transfermarkt.co.uk/guillaume-dietsch/profil/spieler/463601
26332,168471,Renaud Emond,3057,Standard Luttich,Belgium,Belgium,Virton  ,1991-12-05,Attack,Centre-Forward,Right,185,900000.0,4500000.0,Creative & Management Group,2024-06-30,BE1,Renaud,Emond,renaud-emond,https://img.a.transfermarkt.technology/portrait/header/168471-1629715073.jpg?lm=1,2022,https://www.transfermarkt.co.uk/renaud-emond/profil/spieler/168471
26333,557410,Noah Ohio,3057,Standard Luttich,Netherlands,Netherlands,Almere  ,2003-01-16,Attack,Centre-Forward,Left,183,1200000.0,1200000.0,Skylar,2026-06-30,BE1,Noah,Ohio,noah-ohio,https://img.a.transfermarkt.technology/portrait/header/557410-1657790270.jpg?lm=1,2022,https://www.transfermarkt.co.uk/noah-ohio/profil/spieler/557410
26334,90583,Laurent Depoitre,157,Kaa Gent,Belgium,Belgium,Tournai  ,1988-12-07,Attack,Centre-Forward,Right,191,500000.0,6500000.0,International Sport Management N.V.,2024-06-30,BE1,Laurent,Depoitre,laurent-depoitre,https://img.a.transfermarkt.technology/portrait/header/90583-1608754160.jpg?lm=1,2022,https://www.transfermarkt.co.uk/laurent-depoitre/profil/spieler/90583
26335,207015,Vincent Janssen,1096,Royal Antwerpen Fc,Netherlands,Netherlands,Heesch  ,1994-06-15,Attack,Centre-Forward,Left,185,8000000.0,14000000.0,A-GROUP,2026-06-30,BE1,Vincent,Janssen,vincent-janssen,https://img.a.transfermarkt.technology/portrait/header/207015-1659086968.jpg?lm=1,2022,https://www.transfermarkt.co.uk/vincent-janssen/profil/spieler/207015
